CD_MUN,NM_MUN,SIGLA_UF,AREA_KM2,boundbox,s_lim,o_lim,n_lim,l_lim
4100000,Escolha um município,PR,228.717,"-54.620213325 -26.71712200, -48.023537434 -26.7171220059, -48.023537434 -22.5162951639, -54.620213325 -22.516295163, -54.620213325 -26.71712200","-54.620213325","-26.71712200","-48.023537434","-22.5162951639"
4100103,Abatiá,PR,228.717,"-50.48110161 -23.38284845, -50.19146793 -23.38284845, -50.19146793 -23.22442889, -50.48110161 -23.22442889, -50.48110161 -23.38284845","-50,48110161","-23,38284845","-50,19146793","-23,22442889"
4100202,Adrianópolis,PR,1.349.311,"-49.13915704 -24.94446489, -48.49930631 -24.94446489, -48.49930631 -24.63323889, -49.13915704 -24.63323889, -49.13915704 -24.94446489","-49,13915704","-24,94446489","-48,49930631","-24,63323889"
4100301,Agudos do Sul,PR,192.261,"-49.37745279 -26.13887793, -49.23161642 -26.13887793, -49.23161642 -25.94260254, -49.37745279 -25.94260254, -49.37745279 -26.13887793","-49,37745279","-26,13887793","-49,23161642","-25,94260254"
4100400,Almirante Tamandaré,PR,194.228,"-49.45219536 -25.3869504, -49.22949636 -25.3869504, -49.22949636 -25.22433394, -49.45219536 -25.22433394, -49.45219536 -25.3869504","-49,45219536","-25,3869504","-49,22949636","-25,22433394"
4100459,Altamira do Paraná,PR,386.945,"-52.87876892 -24.93201195, -52.53467808 -24.93201195, -52.53467808 -24.71726457, -52.87876892 -24.71726457, -52.87876892 -24.93201195","-52,87876892","-24,93201195","-52,53467808","-24,71726457"
4100509,Altônia,PR,661.560,"-54.16900813 -24.03672051, -53.73884161 -24.03672051, -53.73884161 -23.79131567, -54.16900813 -23.79131567, -54.16900813 -24.03672051","-54,16900813","-24,03672051","-53,73884161","-23,79131567"
4100608,Alto Paraná,PR,407.719,"-52.4209148 -23.23410791, -52.23299009 -23.23410791, -52.23299009 -22.90665864, -52.4209148 -22.90665864, -52.4209148 -23.23410791","-52,4209148","-23,23410791","-52,23299009","-22,90665864"
4100707,Alto Piquiri,PR,447.666,"-53.51913793 -24.25303058, -53.31186905 -24.25303058, -53.31186905 -23.92950524, -53.51913793 -23.92950524, -53.51913793 -24.25303058","-53,51913793","-24,25303058","-53,31186905","-23,92950524"
4100806,Alvorada do Sul,PR,424.250,"-51.3558975 -22.96677238, -51.15459315 -22.96677238, -51.15459315 -22.66620526, -51.3558975 -22.66620526, -51.3558975 -22.96677238","-51,3558975","-22,96677238","-51,15459315","-22,66620526"
4100905,Amaporã,PR,384.735,"-52.9386186 -23.27428561, -52.71518934 -23.27428561, -52.71518934 -23.00378096, -52.9386186 -23.00378096, -52.9386186 -23.27428561","-52,9386186","-23,27428561","-52,71518934","-23,00378096"
4101002,Ampére,PR,298.349,"-53.60695685 -26.02031412, -53.34550902 -26.02031412, -53.34550902 -25.79618321, -53.60695685 -25.79618321, -53.60695685 -26.02031412","-53,60695685","-26,02031412","-53,34550902","-25,79618321"
4101051,Anahy,PR,102.895,"-53.22254263 -24.7123589, -53.08352093 -24.7123589, -53.08352093 -24.56962133, -53.22254263 -24.56962133, -53.22254263 -24.7123589","-53,22254263","-24,7123589","-53,08352093","-24,56962133"
4101101,Andirá,PR,235.944,"-50.3699866 -23.12199269, -50.170095 -23.12199269, -50.170095 -22.93100134, -50.3699866 -22.93100134, -50.3699866 -23.12199269","-50,3699866","-23,12199269","-50,170095","-22,93100134"
4101150,Ângulo,PR,106.021,"-51.97686334 -23.26405692, -51.86480456 -23.26405692, -51.86480456 -23.13034174, -51.97686334 -23.13034174, -51.97686334 -23.26405692","-51,97686334","-23,26405692","-51,86480456","-23,13034174"
4101200,Antonina,PR,891.582,"-48.85298428 -25.50302526, -48.55422829 -25.50302526, -48.55422829 -25.08891364, -48.85298428 -25.08891364, -48.85298428 -25.50302526","-48,85298428","-25,50302526","-48,55422829","-25,08891364"
4101309,Antônio Olinto,PR,469.620,"-50.26977302 -26.07904249, -49.9643119 -26.07904249, -49.9643119 -25.81276567, -50.26977302 -25.81276567, -50.26977302 -26.07904249","-50,26977302","-26,07904249","-49,9643119","-25,81276567"
4101408,Apucarana,PR,556.990,"-51.63270419 -23.73721356, -51.21424584 -23.73721356, -51.21424584 -23.41789925, -51.63270419 -23.41789925, -51.63270419 -23.73721356","-51,63270419","-23,73721356","-51,21424584","-23,41789925"
4101507,Arapongas,PR,382.215,"-51.59548479 -23.5494878, -51.30131841 -23.5494878, -51.30131841 -23.34236049, -51.59548479 -23.34236049, -51.59548479 -23.5494878","-51,59548479","-23,5494878","-51,30131841","-23,34236049"
4101606,Arapoti,PR,1.358.176,"-50.22081698 -24.30135364, -49.73954031 -24.30135364, -49.73954031 -23.84379325, -50.22081698 -23.84379325, -50.22081698 -24.30135364","-50,22081698","-24,30135364","-49,73954031","-23,84379325"
4101655,Arapuã,PR,217.371,"-51.9197129 -24.41953151, -51.72559929 -24.41953151, -51.72559929 -24.23572307, -51.9197129 -24.23572307, -51.9197129 -24.41953151","-51,9197129","-24,41953151","-51,72559929","-24,23572307"
4101705,Araruna,PR,493.191,"-52.75339323 -24.10470185, -52.41785945 -24.10470185, -52.41785945 -23.74711439, -52.75339323 -23.74711439, -52.75339323 -24.10470185","-52,75339323","-24,10470185","-52,41785945","-23,74711439"
4101804,Araucária,PR,469.240,"-49.58658108 -25.78888394, -49.33796327 -25.78888394, -49.33796327 -25.47976518, -49.58658108 -25.47976518, -49.58658108 -25.78888394","-49,58658108","-25,78888394","-49,33796327","-25,47976518"
4101853,Ariranha do Ivaí,PR,234.076,"-51.66273176 -24.44819403, -51.42211045 -24.44819403, -51.42211045 -24.3100616, -51.66273176 -24.3100616, -51.66273176 -24.44819403","-51,66273176","-24,44819403","-51,42211045","-24,3100616"
4101903,Assaí,PR,440.347,"-51.01040176 -23.55493492, -50.75218979 -23.55493492, -50.75218979 -23.28208153, -51.01040176 -23.28208153, -51.01040176 -23.55493492","-51,01040176","-23,55493492","-50,75218979","-23,28208153"
4102000,Assis Chateaubriand,PR,980.727,"-53.7158445 -24.68949418, -53.42984628 -24.68949418, -53.42984628 -24.20093762, -53.7158445 -24.20093762, -53.7158445 -24.68949418","-53,7158445","-24,68949418","-53,42984628","-24,20093762"
4102109,Astorga,PR,434.792,"-51.87113026 -23.38741814, -51.59000659 -23.38741814, -51.59000659 -23.08474076, -51.87113026 -23.08474076, -51.87113026 -23.38741814","-51,87113026","-23,38741814","-51,59000659","-23,08474076"
4102208,Atalaia,PR,137.663,"-52.15362425 -23.19575136, -51.96987284 -23.19575136, -51.96987284 -23.05886307, -52.15362425 -23.05886307, -52.15362425 -23.19575136","-52,15362425","-23,19575136","-51,96987284","-23,05886307"
4102307,Balsa Nova,PR,348.926,"-49.80939902 -25.61990224, -49.56343214 -25.61990224, -49.56343214 -25.35514084, -49.80939902 -25.35514084, -49.80939902 -25.61990224","-49,80939902","-25,61990224","-49,56343214","-25,35514084"
4102406,Bandeirantes,PR,445.192,"-50.47669516 -23.27602841, -50.2091606 -23.27602841, -50.2091606 -23.03115292, -50.47669516 -23.03115292, -50.47669516 -23.27602841","-50,47669516","-23,27602841","-50,2091606","-23,03115292"
4102505,Barbosa Ferraz,PR,538.636,"-52.22758043 -24.23450053, -51.88952799 -24.23450053, -51.88952799 -23.91173517, -52.22758043 -23.91173517, -52.22758043 -24.23450053","-52,22758043","-24,23450053","-51,88952799","-23,91173517"
4102604,Barracão,PR,161.213,"-53.65352116 -26.30304065, -53.43081878 -26.30304065, -53.43081878 -26.19754639, -53.65352116 -26.19754639, -53.65352116 -26.30304065","-53,65352116","-26,30304065","-53,43081878","-26,19754639"
4102703,Barra do Jacaré,PR,115.855,"-50.25433618 -23.14950114, -50.056743 -23.14950114, -50.056743 -23.06730164, -50.25433618 -23.06730164, -50.25433618 -23.14950114","-50,25433618","-23,14950114","-50,056743","-23,06730164"
4102752,Bela Vista da Caroba,PR,148.107,"-53.72329669 -25.95597685, -53.55608454 -25.95597685, -53.55608454 -25.81339622, -53.72329669 -25.81339622, -53.72329669 -25.95597685","-53,72329669","-25,95597685","-53,55608454","-25,81339622"
4102802,Bela Vista do Paraíso,PR,242.689,"-51.34481486 -23.1180633, -51.16934153 -23.1180633, -51.16934153 -22.89875127, -51.34481486 -22.89875127, -51.34481486 -23.1180633","-51,34481486","-23,1180633","-51,16934153","-22,89875127"
4102901,Bituruna,PR,1.234.946,"-51.82122211 -26.38119847, -51.26051615 -26.38119847, -51.26051615 -25.91480507, -51.82122211 -25.91480507, -51.82122211 -26.38119847","-51,82122211","-26,38119847","-51,26051615","-25,91480507"
4103008,Boa Esperança,PR,302.739,"-52.86937688 -24.38543276, -52.62764369 -24.38543276, -52.62764369 -24.13951621, -52.86937688 -24.13951621, -52.86937688 -24.38543276","-52,86937688","-24,38543276","-52,62764369","-24,13951621"
4103024,Boa Esperança do Iguaçu,PR,151.797,"-53.30684427 -25.70595245, -53.15453001 -25.70595245, -53.15453001 -25.5634621, -53.30684427 -25.5634621, -53.30684427 -25.70595245","-53,30684427","-25,70595245","-53,15453001","-25,5634621"
4103040,Boa Ventura de São Roque,PR,620.453,"-51.78048944 -25.01523796, -51.40868281 -25.01523796, -51.40868281 -24.6444071, -51.78048944 -24.6444071, -51.78048944 -25.01523796","-51,78048944","-25,01523796","-51,40868281","-24,6444071"
4103057,Boa Vista da Aparecida,PR,266.175,"-53.52048985 -25.53640593, -53.33020844 -25.53640593, -53.33020844 -25.34203714, -53.52048985 -25.34203714, -53.52048985 -25.53640593","-53,52048985","-25,53640593","-53,33020844","-25,34203714"
4103107,Bocaiúva do Sul,PR,825.665,"-49.22197467 -25.2827514, -48.56286765 -25.2827514, -48.56286765 -24.91492419, -49.22197467 -24.91492419, -49.22197467 -25.2827514","-49,22197467","-25,2827514","-48,56286765","-24,91492419"
4103156,Bom Jesus do Sul,PR,176.129,"-53.67208201 -26.2198553, -53.46027273 -26.2198553, -53.46027273 -26.08922913, -53.67208201 -26.08922913, -53.67208201 -26.2198553","-53,67208201","-26,2198553","-53,46027273","-26,08922913"
4103206,Bom Sucesso,PR,322.755,"-51.96360359 -23.80665275, -51.69376024 -23.80665275, -51.69376024 -23.62634769, -51.96360359 -23.62634769, -51.96360359 -23.80665275","-51,96360359","-23,80665275","-51,69376024","-23,62634769"
4103222,Bom Sucesso do Sul,PR,195.931,"-52.94370331 -26.16738531, -52.7193432 -26.16738531, -52.7193432 -26.00228038, -52.94370331 -26.00228038, -52.94370331 -26.16738531","-52,94370331","-26,16738531","-52,7193432","-26,00228038"
4103305,Borrazópolis,PR,334.378,"-51.74034762 -24.04941413, -51.45733012 -24.04941413, -51.45733012 -23.85540832, -51.74034762 -23.85540832, -51.74034762 -24.04941413","-51,74034762","-24,04941413","-51,45733012","-23,85540832"
4103354,Braganey,PR,343.321,"-53.20278492 -24.94318391, -52.94701318 -24.94318391, -52.94701318 -24.63564856, -53.20278492 -24.63564856, -53.20278492 -24.94318391","-53,20278492","-24,94318391","-52,94701318","-24,63564856"
4103370,Brasilândia do Sul,PR,291.036,"-53.66659353 -24.26096201, -53.43629857 -24.26096201, -53.43629857 -24.05039951, -53.66659353 -24.05039951, -53.66659353 -24.26096201","-53,66659353","-24,26096201","-53,43629857","-24,05039951"
4103404,Cafeara,PR,185.800,"-51.80021365 -22.89091315, -51.63157223 -22.89091315, -51.63157223 -22.70099705, -51.80021365 -22.70099705, -51.80021365 -22.89091315","-51,80021365","-22,89091315","-51,63157223","-22,70099705"
4103453,Cafelândia,PR,274.904,"-53.45913973 -24.80832427, -53.23595135 -24.80832427, -53.23595135 -24.57173849, -53.45913973 -24.57173849, -53.45913973 -24.80832427","-53,45913973","-24,80832427","-53,23595135","-24,57173849"
4103479,Cafezal do Sul,PR,335.392,"-53.68040156 -24.09110002, -53.45779929 -24.09110002, -53.45779929 -23.81959777, -53.68040156 -23.81959777, -53.68040156 -24.09110002","-53,68040156","-24,09110002","-53,45779929","-23,81959777"
4103503,Califórnia,PR,141.817,"-51.43565456 -23.71724774, -51.23831023 -23.71724774, -51.23831023 -23.61583601, -51.43565456 -23.61583601, -51.43565456 -23.71724774","-51,43565456","-23,71724774","-51,23831023","-23,61583601"
4103602,Cambará,PR,366.153,"-50.21030238 -23.09512829, -49.96137778 -23.09512829, -49.96137778 -22.8967392, -50.21030238 -22.8967392, -50.21030238 -23.09512829","-50,21030238","-23,09512829","-49,96137778","-22,8967392"
4103701,Cambé,PR,495.375,"-51.41803944 -23.39909686, -51.17020399 -23.39909686, -51.17020399 -23.01266624, -51.41803944 -23.01266624, -51.41803944 -23.39909686","-51,41803944","-23,39909686","-51,17020399","-23,01266624"
4103800,Cambira,PR,164.786,"-51.63139842 -23.740163, -51.47627111 -23.740163, -51.47627111 -23.48276528, -51.63139842 -23.48276528, -51.63139842 -23.740163","-51,63139842","-23,740163","-51,47627111","-23,48276528"
4103909,Campina da Lagoa,PR,796.614,"-52.98653713 -24.76387355, -52.59546607 -24.76387355, -52.59546607 -24.47295757, -52.98653713 -24.47295757, -52.98653713 -24.76387355","-52,98653713","-24,76387355","-52,59546607","-24,47295757"
4103958,Campina do Simão,PR,448.424,"-51.89510368 -25.23296479, -51.63759627 -25.23296479, -51.63759627 -24.98724148, -51.89510368 -24.98724148, -51.89510368 -25.23296479","-51,89510368","-25,23296479","-51,63759627","-24,98724148"
4104006,Campina Grande do Sul,PR,539.245,"-49.13547553 -25.37062709, -48.54378784 -25.37062709, -48.54378784 -24.99676118, -49.13547553 -24.99676118, -49.13547553 -25.37062709","-49,13547553","-25,37062709","-48,54378784","-24,99676118"
4104055,Campo Bonito,PR,433.832,"-53.10948657 -25.10297794, -52.90224918 -25.10297794, -52.90224918 -24.70212023, -53.10948657 -24.70212023, -53.10948657 -25.10297794","-53,10948657","-25,10297794","-52,90224918","-24,70212023"
4104105,Campo do Tenente,PR,304.488,"-49.79212405 -26.07036865, -49.53349789 -26.07036865, -49.53349789 -25.88955608, -49.79212405 -25.88955608, -49.79212405 -26.07036865","-49,79212405","-26,07036865","-49,53349789","-25,88955608"
4104204,Campo Largo,PR,1.243.551,"-49.85676944 -25.55409476, -49.3718744 -25.55409476, -49.3718744 -24.97860343, -49.85676944 -24.97860343, -49.85676944 -25.55409476","-49,85676944","-25,55409476","-49,3718744","-24,97860343"
4104253,Campo Magro,PR,275.352,"-49.57776173 -25.41918703, -49.33981467 -25.41918703, -49.33981467 -25.17491181, -49.57776173 -25.17491181, -49.57776173 -25.41918703","-49,57776173","-25,41918703","-49,33981467","-25,17491181"
4104303,Campo Mourão,PR,749.637,"-52.54294553 -24.29806075, -52.18718262 -24.29806075, -52.18718262 -23.95425217, -52.54294553 -23.95425217, -52.54294553 -24.29806075","-52,54294553","-24,29806075","-52,18718262","-23,95425217"
4104402,Cândido de Abreu,PR,1.510.160,"-51.50259257 -24.97099942, -50.96294428 -24.97099942, -50.96294428 -24.39369599, -51.50259257 -24.39369599, -51.50259257 -24.97099942","-51,50259257","-24,97099942","-50,96294428","-24,39369599"
4104428,Candói,PR,1.512.786,"-52.41384006 -25.74492899, -51.73715738 -25.74492899, -51.73715738 -25.29943927, -52.41384006 -25.29943927, -52.41384006 -25.74492899","-52,41384006","-25,74492899","-51,73715738","-25,29943927"
4104451,Cantagalo,PR,583.304,"-52.27064002 -25.47969264, -51.99559099 -25.47969264, -51.99559099 -25.13214923, -52.27064002 -25.13214923, -52.27064002 -25.47969264","-52,27064002","-25,47969264","-51,99559099","-25,13214923"
4104501,Capanema,PR,419.036,"-53.99124537 -25.7091857, -53.58426891 -25.7091857, -53.58426891 -25.50445246, -53.99124537 -25.50445246, -53.99124537 -25.7091857","-53,99124537","-25,7091857","-53,58426891","-25,50445246"
4104600,Capitão Leônidas Marques,PR,280.063,"-53.70733198 -25.56517308, -53.46831157 -25.56517308, -53.46831157 -25.34657925, -53.70733198 -25.34657925, -53.70733198 -25.56517308","-53,70733198","-25,56517308","-53,46831157","-25,34657925"
4104659,Carambeí,PR,649.680,"-50.35950291 -25.02454322, -49.93843934 -25.02454322, -49.93843934 -24.7559129, -50.35950291 -24.7559129, -50.35950291 -25.02454322","-50,35950291","-25,02454322","-49,93843934","-24,7559129"
4104709,Carlópolis,PR,451.418,"-49.86997313 -23.56447666, -49.56657201 -23.56447666, -49.56657201 -23.3495324, -49.86997313 -23.3495324, -49.86997313 -23.56447666","-49,86997313","-23,56447666","-49,56657201","-23,3495324"
4104808,Cascavel,PR,2.091.199,"-53.723781 -25.37188732, -53.07208538 -25.37188732, -53.07208538 -24.74307056, -53.723781 -24.74307056, -53.723781 -25.37188732","-53,723781","-25,37188732","-53,07208538","-24,74307056"
4104907,Castro,PR,2.531.503,"-50.24632847 -25.07238243, -49.49877656 -25.07238243, -49.49877656 -24.54109574, -50.24632847 -24.54109574, -50.24632847 -25.07238243","-50,24632847","-25,07238243","-49,49877656","-24,54109574"
4105003,Catanduvas,PR,580.421,"-53.32713912 -25.37441539, -52.9698862 -25.37441539, -52.9698862 -25.09338791, -53.32713912 -25.09338791, -53.32713912 -25.37441539","-53,32713912","-25,37441539","-52,9698862","-25,09338791"
4105102,Centenário do Sul,PR,371.834,"-51.65253036 -22.93101007, -51.47587062 -22.93101007, -51.47587062 -22.65785286, -51.65253036 -22.65785286, -51.65253036 -22.93101007","-51,65253036","-22,93101007","-51,47587062","-22,65785286"
4105201,Cerro Azul,PR,1.341.189,"-49.56741859 -25.09781495, -49.05231056 -25.09781495, -49.05231056 -24.67138323, -49.56741859 -24.67138323, -49.56741859 -25.09781495","-49,56741859","-25,09781495","-49,05231056","-24,67138323"
4105300,Céu Azul,PR,1.179.449,"-53.95402505 -25.60706194, -53.62312895 -25.60706194, -53.62312895 -24.96883375, -53.95402505 -24.96883375, -53.95402505 -25.60706194","-53,95402505","-25,60706194","-53,62312895","-24,96883375"
4105409,Chopinzinho,PR,959.692,"-52.72575376 -25.94503915, -52.21399647 -25.94503915, -52.21399647 -25.64355085, -52.72575376 -25.64355085, -52.72575376 -25.94503915","-52,72575376","-25,94503915","-52,21399647","-25,64355085"
4105508,Cianorte,PR,811.666,"-52.74256143 -23.95340612, -52.45252014 -23.95340612, -52.45252014 -23.52008303, -52.74256143 -23.52008303, -52.74256143 -23.95340612","-52,74256143","-23,95340612","-52,45252014","-23,52008303"
4105607,Cidade Gaúcha,PR,403.045,"-53.0363734 -23.54206285, -52.84560853 -23.54206285, -52.84560853 -23.20624721, -53.0363734 -23.20624721, -53.0363734 -23.54206285","-53,0363734","-23,54206285","-52,84560853","-23,20624721"
4105706,Clevelândia,PR,703.638,"-52.56103737 -26.46704311, -52.14661839 -26.46704311, -52.14661839 -26.150852, -52.56103737 -26.150852, -52.56103737 -26.46704311","-52,56103737","-26,46704311","-52,14661839","-26,150852"
4105805,Colombo,PR,197.580,"-49.26830928 -25.39370403, -49.09217317 -25.39370403, -49.09217317 -25.22558104, -49.26830928 -25.22558104, -49.26830928 -25.39370403","-49,26830928","-25,39370403","-49,09217317","-25,22558104"
4105904,Colorado,PR,407.568,"-52.0899354 -22.95795091, -51.8324026 -22.95795091, -51.8324026 -22.67729636, -52.0899354 -22.67729636, -52.0899354 -22.95795091","-52,0899354","-22,95795091","-51,8324026","-22,67729636"
4106001,Congonhinhas,PR,535.963,"-50.62501521 -23.76614561, -50.38397819 -23.76614561, -50.38397819 -23.4804066, -50.62501521 -23.4804066, -50.62501521 -23.76614561","-50,62501521","-23,76614561","-50,38397819","-23,4804066"
4106100,Conselheiro Mairinck,PR,204.705,"-50.19568579 -23.6835335, -50.03977652 -23.6835335, -50.03977652 -23.48806585, -50.19568579 -23.48806585, -50.19568579 -23.6835335","-50,19568579","-23,6835335","-50,03977652","-23,48806585"
4106209,Contenda,PR,299.037,"-49.61486087 -25.80707212, -49.38504506 -25.80707212, -49.38504506 -25.59061283, -49.61486087 -25.59061283, -49.61486087 -25.80707212","-49,61486087","-25,80707212","-49,38504506","-25,59061283"
4106308,Corbélia,PR,529.137,"-53.40673281 -24.9536076, -53.10713109 -24.9536076, -53.10713109 -24.52040016, -53.40673281 -24.52040016, -53.40673281 -24.9536076","-53,40673281","-24,9536076","-53,10713109","-24,52040016"
4106407,Cornélio Procópio,PR,635.100,"-50.81380029 -23.37532556, -50.46507131 -23.37532556, -50.46507131 -23.01457173, -50.81380029 -23.01457173, -50.81380029 -23.37532556","-50,81380029","-23,37532556","-50,46507131","-23,01457173"
4106456,Coronel Domingos Soares,PR,1.556.186,"-52.19281868 -26.41085183, -51.69526403 -26.41085183, -51.69526403 -25.93621152, -52.19281868 -25.93621152, -52.19281868 -26.41085183","-52,19281868","-26,41085183","-51,69526403","-25,93621152"
4106506,Coronel Vivida,PR,684.417,"-52.82140097 -26.11810681, -52.35768943 -26.11810681, -52.35768943 -25.86942054, -52.82140097 -25.86942054, -52.82140097 -26.11810681","-52,82140097","-26,11810681","-52,35768943","-25,86942054"
4106555,Corumbataí do Sul,PR,164.341,"-52.23191967 -24.2060358, -52.05017119 -24.2060358, -52.05017119 -24.04945235, -52.23191967 -24.04945235, -52.23191967 -24.2060358","-52,23191967","-24,2060358","-52,05017119","-24,04945235"
4106571,Cruzeiro do Iguaçu,PR,161.862,"-53.20140618 -25.68423807, -53.04720691 -25.68423807, -53.04720691 -25.50894455, -53.20140618 -25.50894455, -53.20140618 -25.68423807","-53,20140618","-25,68423807","-53,04720691","-25,50894455"
4106605,Cruzeiro do Oeste,PR,775.984,"-53.22369186 -23.97611781, -52.95212429 -23.97611781, -52.95212429 -23.49313245, -53.22369186 -23.49313245, -53.22369186 -23.97611781","-53,22369186","-23,97611781","-52,95212429","-23,49313245"
4106704,Cruzeiro do Sul,PR,259.103,"-52.28441305 -23.06638583, -52.02368694 -23.06638583, -52.02368694 -22.89695663, -52.28441305 -22.89695663, -52.28441305 -23.06638583","-52,28441305","-23,06638583","-52,02368694","-22,89695663"
4106803,Cruz Machado,PR,1.478.350,"-51.61923094 -26.12433868, -50.93512663 -26.12433868, -50.93512663 -25.66620394, -51.61923094 -25.66620394, -51.61923094 -26.12433868","-51,61923094","-26,12433868","-50,93512663","-25,66620394"
4106852,Cruzmaltina,PR,312.299,"-51.62101901 -24.12095016, -51.37901211 -24.12095016, -51.37901211 -23.88324741, -51.62101901 -23.88324741, -51.62101901 -24.12095016","-51,62101901","-24,12095016","-51,37901211","-23,88324741"
4106902,Curitiba,PR,434.892,"-49.38933864 -25.64538622, -49.18522486 -25.64538622, -49.18522486 -25.34506688, -49.38933864 -25.34506688, -49.38933864 -25.64538622","-49,38933864","-25,64538622","-49,18522486","-25,34506688"
4107009,Curiúva,PR,576.263,"-50.70283345 -24.12259454, -50.28780306 -24.12259454, -50.28780306 -23.85924965, -50.70283345 -23.85924965, -50.70283345 -24.12259454","-50,70283345","-24,12259454","-50,28780306","-23,85924965"
4107108,Diamante do Norte,PR,242.887,"-53.01167299 -22.70936622, -52.77840751 -22.70936622, -52.77840751 -22.56562398, -53.01167299 -22.56562398, -53.01167299 -22.70936622","-53,01167299","-22,70936622","-52,77840751","-22,56562398"
4107124,Diamante do Sul,PR,347.233,"-52.80325582 -25.13276538, -52.58441039 -25.13276538, -52.58441039 -24.85458976, -52.80325582 -24.85458976, -52.80325582 -25.13276538","-52,80325582","-25,13276538","-52,58441039","-24,85458976"
4107157,Diamante D'Oeste,PR,309.110,"-54.2228603 -25.0786812, -53.96553889 -25.0786812, -53.96553889 -24.8593251, -54.2228603 -24.8593251, -54.2228603 -25.0786812","-54,2228603","-25,0786812","-53,96553889","-24,8593251"
4107207,Dois Vizinhos,PR,418.648,"-53.25982167 -25.87759167, -52.95173959 -25.87759167, -52.95173959 -25.6081321, -53.25982167 -25.6081321, -53.25982167 -25.87759167","-53,25982167","-25,87759167","-52,95173959","-25,6081321"
4107256,Douradina,PR,420.604,"-53.38121588 -23.50353553, -53.19536277 -23.50353553, -53.19536277 -23.19826136, -53.38121588 -23.19826136, -53.38121588 -23.50353553","-53,38121588","-23,50353553","-53,19536277","-23,19826136"
4107306,Doutor Camargo,PR,118.279,"-52.30482657 -23.62664293, -52.10025958 -23.62664293, -52.10025958 -23.5114734, -52.30482657 -23.5114734, -52.30482657 -23.62664293","-52,30482657","-23,62664293","-52,10025958","-23,5114734"
4107405,Enéas Marques,PR,192.203,"-53.24301451 -25.98934964, -53.06949552 -25.98934964, -53.06949552 -25.77587814, -53.24301451 -25.77587814, -53.24301451 -25.98934964","-53,24301451","-25,98934964","-53,06949552","-25,77587814"
4107504,Engenheiro Beltrão,PR,467.470,"-52.44448525 -23.88912642, -52.11154089 -23.88912642, -52.11154089 -23.63473129, -52.44448525 -23.63473129, -52.44448525 -23.88912642","-52,44448525","-23,88912642","-52,11154089","-23,63473129"
4107520,Esperança Nova,PR,141.286,"-53.88142336 -23.78568614, -53.72342517 -23.78568614, -53.72342517 -23.66014023, -53.88142336 -23.66014023, -53.88142336 -23.78568614","-53,88142336","-23,78568614","-53,72342517","-23,66014023"
4107538,Entre Rios do Oeste,PR,120.967,"-54.33233355 -24.75625614, -54.0944152 -24.75625614, -54.0944152 -24.65949556, -54.33233355 -24.65949556, -54.33233355 -24.75625614","-54,33233355","-24,75625614","-54,0944152","-24,65949556"
4107546,Espigão Alto do Iguaçu,PR,326.440,"-52.91850566 -25.50354989, -52.66177774 -25.50354989, -52.66177774 -25.26495084, -52.91850566 -25.26495084, -52.91850566 -25.50354989","-52,91850566","-25,50354989","-52,66177774","-25,26495084"
4107553,Farol,PR,289.232,"-52.76667292 -24.22400913, -52.50616091 -24.22400913, -52.50616091 -24.02404667, -52.76667292 -24.02404667, -52.76667292 -24.22400913","-52,76667292","-24,22400913","-52,50616091","-24,02404667"
4107603,Faxinal,PR,715.943,"-51.46098753 -24.15854071, -51.08072117 -24.15854071, -51.08072117 -23.84869349, -51.46098753 -23.84869349, -51.46098753 -24.15854071","-51,46098753","-24,15854071","-51,08072117","-23,84869349"
4107652,Fazenda Rio Grande,PR,116.678,"-49.36550568 -25.75434193, -49.24067573 -25.75434193, -49.24067573 -25.61098292, -49.36550568 -25.61098292, -49.36550568 -25.75434193","-49,36550568","-25,75434193","-49,24067573","-25,61098292"
4107702,Fênix,PR,234.099,"-52.14594247 -23.99616139, -51.9364663 -23.99616139, -51.9364663 -23.78986386, -52.14594247 -23.78986386, -52.14594247 -23.99616139","-52,14594247","-23,99616139","-51,9364663","-23,78986386"
4107736,Fernandes Pinheiro,PR,406.500,"-50.62187039 -25.65615446, -50.35659906 -25.65615446, -50.35659906 -25.30910961, -50.62187039 -25.30910961, -50.62187039 -25.65615446","-50,62187039","-25,65615446","-50,35659906","-25,30910961"
4107751,Figueira,PR,129.769,"-50.48491007 -23.96103702, -50.37712165 -23.96103702, -50.37712165 -23.75352423, -50.48491007 -23.75352423, -50.48491007 -23.96103702","-50,48491007","-23,96103702","-50,37712165","-23,75352423"
4107801,Floraí,PR,191.133,"-52.42124062 -23.41372221, -52.21890058 -23.41372221, -52.21890058 -23.25055508, -52.42124062 -23.25055508, -52.42124062 -23.41372221","-52,42124062","-23,41372221","-52,21890058","-23,25055508"
4107850,Flor da Serra do Sul,PR,255.721,"-53.47580104 -26.3480688, -53.15270997 -26.3480688, -53.15270997 -26.16119633, -53.47580104 -26.16119633, -53.47580104 -26.3480688","-53,47580104","-26,3480688","-53,15270997","-26,16119633"
4107900,Floresta,PR,158.226,"-52.19083326 -23.69088399, -51.99975011 -23.69088399, -51.99975011 -23.51966328, -52.19083326 -23.51966328, -52.19083326 -23.69088399","-52,19083326","-23,69088399","-51,99975011","-23,51966328"
